cust_id,총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기,gender
4119,167401670,60000000,0.0,5,8,7,5.0,0.4,2,0.65863764
4120,178050200,132779000,0.0,31,19,9,1.5555555555555556,0.2857142857142857,35,0.45051455
4121,4876000,2500000,0.0,6,19,2,1.5,0.0,116,0.77357394
4122,20751500,17430000,0.0,0,8,6,2.0,0.25,34,0.35721043
4123,30979640,15600000,0.0,20,19,6,1.6666666666666667,0.2,55,0.49036998
4124,12727000,4800000,0.0,6,19,2,2.0,1.0,0,0.83062315
4125,9009060,2277000,563850.0,9,8,21,3.1904761904761907,0.20895522388059698,14,0.09552782
4126,314373390,62160000,53350300.0,5,11,63,3.8412698412698414,0.2933884297520661,5,0.045900363
4127,50606610,5904000,9792000.0,5,11,32,6.875,0.35,10,0.08031817
4128,362057240,39015000,7681000.0,9,8,59,3.0508474576271185,0.18888888888888888,6,0.009738173
4129,30401000,15645000,0.0,41,19,2,1.5,1.0,84,0.28268436
4130,13090620,7862400,0.0,34,7,10,4.7,0.02127659574468085,29,0.36487752
4131,23501700,6576000,0.0,2,9,4,1.75,0.14285714285714285,74,0.52228683
4132,99480900,31500000,0.0,13,8,23,1.5217391304347827,0.028571428571428567,14,0.3704464
4133,117758140,12500000,4600000.0,41,8,17,2.0,0.2647058823529412,19,0.09398486
4134,48110000,33360000,0.0,1,19,3,1.0,0.0,75,0.3995275
4135,74295120,21600000,720000.0,9,9,13,3.692307692307693,0.02083333333333333,24,0.38679197
4136,5196120,4387500,0.0,5,7,3,2.0,0.16666666666666666,16,0.66657895
4137,69350000,13676000,0.0,22,15,20,2.15,0.06976744186046513,15,0.08325932
4138,33252850,7238000,1725000.0,0,8,19,2.631578947368421,0.22,16,0.23842213
4139,25382000,11750000,0.0,41,11,3,2.0,0.0,56,0.15113509
4140,5348000,2660000,0.0,5,8,1,3.0,0.0,0,0.7179285
4141,422853760,48484000,15922000.0,5,17,28,4.0,0.35714285714285715,12,0.25034052
4142,143426440,14950000,4163500.0,13,8,47,2.3191489361702127,0.1559633027522936,7,0.22531487
4143,107662000,42792000,59100000.0,13,0,15,1.6666666666666667,0.36,17,0.05740843
4144,2691000,2475000,0.0,6,18,1,2.0,0.0,0,0.90204424
4145,3091200,2956800,0.0,6,5,1,2.0,0.0,0,0.9514126
4146,107698400,16125000,0.0,0,11,20,2.55,0.29411764705882354,17,0.24722645
4147,894850,472500,0.0,20,22,2,2.5,0.2,8,0.3258167
4148,7208000,6160000,120000.0,4,11,4,1.25,0.0,35,0.27468702
4149,480000,460000,0.0,17,22,1,2.0,0.0,0,0.57054764
4150,41522680,14688000,0.0,9,3,22,3.0909090909090913,0.014705882352941175,14,0.30995032
4151,1312000,1150000,0.0,0,11,2,3.5,0.0,33,0.44369948
4152,45544800,13250000,0.0,3,7,3,2.0,0.3333333333333333,44,0.71468866
4153,1557000,182000,0.0,34,15,9,1.2222222222222223,0.5454545454545454,37,0.7942261
4154,47060780,19104000,0.0,0,9,13,3.8461538461538463,0.32,25,0.10016195
4155,66459710,6292000,4785000.0,22,2,17,2.7058823529411766,0.43478260869565216,20,0.15971161
4156,682403820,63360000,53873000.0,5,18,171,2.2923976608187133,0.3520408163265306,2,0.36384025
4157,46094600,7200000,0.0,22,22,16,2.3125,0.35135135135135137,20,0.028171735
4158,8835000,2980000,0.0,36,8,4,2.0,0.25,43,0.41238564
4159,144582820,35500000,15032000.0,9,19,34,4.0588235294117645,0.13043478260869565,10,0.20539057
4160,2985000,2295000,0.0,4,15,1,2.0,0.0,0,0.8001607
4161,111927250,28947600,0.0,5,2,28,3.7142857142857135,0.0576923076923077,12,0.41012046
4162,948950,261600,0.0,0,11,1,10.0,0.0,0,0.11804497
4163,36699000,27900000,3336000.0,22,19,8,1.5,0.3333333333333333,42,0.52877223
4164,720000,690000,0.0,17,19,1,2.0,1.0,0,0.6238917
4165,11156220,5764000,0.0,5,11,5,4.2,0.6190476190476191,18,0.17480996
4166,20445150,18960000,0.0,20,8,3,2.333333333333333,0.2857142857142857,101,0.72173214
4167,59950,59950,0.0,0,18,1,1.0,0.0,0,0.54188854
4168,330000,150000,0.0,28,9,3,1.0,0.0,24,0.23551984
4169,83051820,27500000,1241300.0,22,11,20,1.85,0.2432432432432433,15,0.3301141
4170,94049000,44440000,0.0,9,11,9,3.555555555555556,0.5,35,0.303562
4171,1280000,760000,0.0,17,19,1,4.0,0.0,0,0.56056714
4172,18627590,3250000,0.0,9,11,28,3.0357142857142856,0.2235294117647059,11,0.23969325
4173,28239070,12750720,5337500.0,0,19,8,2.625,0.42857142857142855,25,0.77376306
4174,3577000,1380000,0.0,20,7,5,1.8,0.4444444444444444,21,0.233924
4175,230537890,25050000,0.0,11,5,14,3.6428571428571432,0.5686274509803921,23,0.1059164
4176,23644210,13600000,0.0,0,8,10,2.0,0.15,34,0.6595101
4177,251088640,16300000,70000.0,5,19,56,2.7678571428571432,0.11612903225806452,6,0.28320405
4178,152135000,22413600,0.0,13,9,10,1.8,0.16666666666666666,32,0.06732495
4179,173681290,20205000,53901500.0,22,11,107,1.9065420560747663,0.2647058823529412,3,0.0042212103
4180,104834620,47380000,0.0,9,19,22,3.5454545454545454,0.1794871794871795,15,0.26982933
4181,237685770,55660000,76080000.0,9,8,57,3.736842105263158,0.07042253521126761,6,0.00994212
4182,7479720,5725000,936000.0,5,19,8,2.25,0.2222222222222222,21,0.47918332
4183,74822550,10275000,525610.0,9,11,60,3.083333333333333,0.32432432432432434,5,0.072472215
4184,291750570,26784000,22073600.0,5,11,63,4.873015873015873,0.2768729641693811,5,0.12812503
4185,193240400,20250000,5244000.0,41,8,29,2.4827586206896552,0.04166666666666666,11,0.21695425
4186,467497790,107892000,325000.0,5,8,27,2.2222222222222223,0.5666666666666667,12,0.21270503
4187,684423660,156576000,119471000.0,9,7,100,3.69,0.3414634146341464,3,0.35580996
4188,880000,836000,0.0,17,3,1,2.0,1.0,0,0.7900416
4189,4750000,3816000,0.0,5,0,3,1.6666666666666667,0.4,12,0.063270725
4190,392321160,58608000,92754000.0,5,8,72,4.5,0.1697530864197531,4,0.010265161
4191,515762400,126312000,0.0,13,8,12,1.6666666666666667,0.65,28,0.1677474
4192,532000,532000,0.0,36,8,1,1.0,1.0,0,0.4010884
4193,358400,358400,0.0,23,19,1,1.0,0.0,0,0.7413981
4194,66847200,57200000,0.0,5,18,4,3.25,0.3076923076923077,56,0.39848334
4195,91000,50000,0.0,0,10,1,3.0,1.0,0,0.9151735
4196,50000,50000,0.0,20,19,1,1.0,1.0,0,0.2552038
4197,10818500,3456000,0.0,17,0,3,1.6666666666666667,0.0,89,0.60775834
4198,38977500,16560000,0.0,28,9,7,1.4285714285714286,0.0,49,0.3995028
4199,80950900,19875000,0.0,9,0,16,6.9375,0.21621621621621626,16,0.2996008
4200,20964700,8221500,0.0,21,9,7,1.2857142857142858,0.3333333333333333,41,0.34564438
4201,3144700,1380000,0.0,0,19,5,2.6,0.0,23,0.27140072
4202,302208200,18200000,18084800.0,9,11,65,3.3692307692307693,0.3013698630136986,5,0.08108149
4203,347640,346390,0.0,27,8,1,2.0,0.0,0,0.71068615
4204,11792150,1750000,0.0,5,8,24,2.583333333333333,0.5967741935483871,14,0.79778516
4205,516733950,75680000,9528000.0,0,19,60,5.266666666666667,0.2405063291139241,5,0.0517996
4206,18150000,18150000,0.0,8,8,1,1.0,0.0,0,0.762664
4207,34687750,12550000,0.0,0,19,45,3.2444444444444445,0.1232876712328767,7,0.2177211
4208,36308900,5838000,2700000.0,22,8,20,1.6,0.375,17,0.0800975
4209,5131480,3975000,0.0,32,19,2,1.5,0.6666666666666666,2,0.41090015
4210,53695760,12500000,5277400.0,5,11,19,3.4736842105263164,0.2272727272727273,14,0.22370027
4211,20116310,4950000,0.0,5,10,10,4.1,0.2682926829268293,32,0.38361177
4212,15144000,13152000,120000.0,21,8,3,1.0,0.6666666666666666,46,0.08037028
4213,165439760,15249000,0.0,9,9,25,2.56,0.25,13,0.10615443
4214,31616770,13200000,3680000.0,5,19,28,4.035714285714286,0.23893805309734514,4,0.12051803
4215,54088210,12750000,9159100.0,5,18,19,5.894736842105262,0.26785714285714285,16,0.4939616
4216,62009310,27600000,0.0,0,8,18,6.833333333333332,0.9430894308943092,16,0.766098
4217,183727660,27792000,7200000.0,5,11,25,2.88,0.2361111111111111,10,0.28567168
4218,22867100,7522200,0.0,36,19,9,2.2222222222222223,0.6,34,0.25099483
4219,1410000,1239000,0.0,33,19,2,2.0,0.75,34,0.43403026
4220,165000,165000,0.0,0,11,1,1.0,0.0,0,0.7220956
4221,165397940,36480000,0.0,10,8,10,1.4,0.21428571428571427,30,0.08329527
4222,8460000,3975000,0.0,17,8,3,1.0,0.3333333333333333,42,0.35067543
4223,315205180,259200000,1748000.0,9,11,27,2.4444444444444446,0.21212121212121213,12,0.03091005
4224,94257200,9487500,9357000.0,22,8,41,1.902439024390244,0.2435897435897436,8,0.010034396
4225,172394800,18417000,1956000.0,5,19,15,3.333333333333333,0.3,21,0.40599176
4226,2542500,600000,0.0,9,22,9,2.1111111111111107,0.4736842105263158,11,0.63582265
4227,3300000,3300000,0.0,22,11,1,1.0,0.0,0,0.2828137
4228,13205000,13065000,0.0,22,14,2,1.0,0.5,2,0.29618797
4229,70518000,33096000,0.0,16,8,4,1.25,0.2,57,0.37277892
4230,1867900,1825000,0.0,34,11,1,3.0,0.0,0,0.3598306
4231,38475600,19320000,0.0,0,18,19,2.2105263157894743,0.5238095238095238,18,0.62855667
4232,13175000,7200000,0.0,17,2,2,2.0,0.25,146,0.40152073
4233,602535300,35000000,28406000.0,36,16,77,1.3896103896103895,0.3271028037383177,4,0.09179307
4234,240381670,51550000,51550000.0,5,15,13,2.9230769230769234,0.8157894736842105,22,0.3128877
4235,357600,213600,0.0,33,8,2,1.5,0.0,85,0.5403757
4236,53552080,9950000,446400.0,9,18,15,8.333333333333334,0.304,22,0.6537556
4237,13846000,13846000,0.0,3,5,1,1.0,0.0,0,0.7382839
4238,48000,44000,0.0,33,18,1,2.0,0.0,0,0.6895456
4239,9900000,6600000,0.0,41,19,2,1.0,0.5,1,0.15219182
4240,104742590,16643000,17732000.0,20,8,29,2.7241379310344827,0.21518987341772156,12,0.27211493
4241,839160600,445875000,9250000.0,9,7,42,6.523809523809524,0.14233576642335766,8,0.015709415
4242,251175400,52320000,6689000.0,22,8,21,2.333333333333333,0.22448979591836732,16,0.07447212
4243,57799710,46326000,53326000.0,9,19,54,2.185185185185185,0.2627118644067797,6,0.027531818
4244,26707960,13317000,5267000.0,5,9,5,4.4,0.0,36,0.5489616
4245,40910240,9264000,0.0,41,8,12,1.6666666666666667,0.25,24,0.12448614
4246,5333270,4600000,0.0,5,8,1,5.0,1.0,0,0.9333915
4247,7683200,3836400,1067200.0,17,8,4,1.75,0.7142857142857143,54,0.4101685
4248,123808900,65340000,10114000.0,41,8,16,2.625,0.07142857142857142,19,0.01782924
4249,595200,595200,0.0,36,9,1,1.0,0.0,0,0.3406122
4250,100501070,12623320,11050640.0,9,0,52,5.557692307692308,0.04152249134948097,6,0.07335628
4251,4108000,1600000,0.0,9,8,3,1.3333333333333333,0.0,72,0.6319035
4252,307974220,47304000,31031600.0,22,22,22,1.4090909090909092,0.1935483870967742,15,0.078169085
4253,13376510,10800000,6468000.0,0,19,5,2.2,0.09090909090909093,51,0.07621419
4254,43580000,17000000,0.0,22,3,4,2.0,0.25,42,0.16700464
4255,49740050,25116100,41810300.0,13,9,21,1.3333333333333333,0.14285714285714285,13,0.8678622
4256,240394190,74016000,74173500.0,9,8,38,2.9473684210526314,0.3392857142857143,7,0.008198729
4257,2092000,580000,0.0,14,17,3,2.6666666666666665,0.0,38,0.43137318
4258,1683200,1501500,0.0,20,15,1,3.0,1.0,0,0.25851366
4259,14250000,14250000,0.0,8,8,1,1.0,1.0,0,0.8640526
4260,14373000,7810000,1500000.0,0,14,4,2.75,0.9090909090909092,22,0.56760633
4261,840479110,153648000,10950000.0,41,15,50,2.74,0.17518248175182485,6,0.085718736
4262,60786160,8888000,161000.0,9,18,28,4.357142857142857,0.1557377049180328,12,0.096906684
4263,27151290,21250000,0.0,27,9,2,2.5,0.0,135,0.28025356
4264,6500000,6625000,125000.0,22,9,2,1.0,0.0,2,0.31041557
4265,280237200,116600000,30467400.0,11,11,29,1.7931034482758617,0.09615384615384616,11,0.0027427804
4266,14573800,6407800,0.0,6,8,7,1.1428571428571428,0.625,50,0.95344824
4267,308264220,25000000,10879000.0,5,2,68,2.8088235294117645,0.3926701570680629,5,0.6610308
4268,968162200,114540000,20658000.0,11,19,32,3.875,0.12096774193548387,10,0.021625802
4269,38590100,7050000,0.0,29,9,24,3.083333333333333,0.14864864864864866,14,0.32266545
4270,36660000,16702000,0.0,14,8,2,2.5,0.0,6,0.6908876
4271,43341400,18050000,0.0,22,9,8,1.625,0.0,16,0.20617221
4272,454776040,48912000,38930000.0,41,8,72,2.625,0.2962962962962963,4,0.010128275
4273,17905000,8225000,4975000.0,6,22,5,1.0,0.4,48,0.96656
4274,1362000,666000,0.0,2,8,4,1.0,0.5,72,0.77162284
4275,10581540,2116800,0.0,29,15,12,2.25,0.5185185185185185,27,0.3354022
4276,540000,540000,0.0,28,11,1,1.0,0.0,0,0.7537331
4277,18465050,14760000,0.0,9,8,4,2.0,0.625,48,0.36013475
4278,61354300,12384000,5090000.0,36,8,17,2.7058823529411766,0.1956521739130435,12,0.039133567
4279,27353600,23500000,0.0,0,15,3,1.3333333333333333,0.25,104,0.26526332
4280,1633000,1051200,0.0,33,15,3,2.0,0.0,59,0.6468381
4281,52736760,7392000,0.0,41,19,18,2.5,0.6444444444444445,18,0.2118367
4282,278464000,241500000,0.0,0,8,17,1.7647058823529411,0.13333333333333333,21,0.34486073
4283,2426600,1821600,0.0,20,10,3,3.0,0.2222222222222222,45,0.400927
4284,525000,525000,0.0,18,19,1,1.0,1.0,0,0.70462567
4285,215400,180000,0.0,20,0,2,1.0,0.0,119,0.113304324
4286,9300190,5280000,4776000.0,5,11,9,3.0,0.2222222222222222,24,0.11450704
4287,1955100,882000,0.0,27,19,2,2.0,0.0,48,0.5246102
4288,68396900,18720000,0.0,28,8,29,1.5172413793103448,0.4772727272727273,11,0.9196359
4289,6010600,4387500,0.0,4,8,1,4.0,0.0,0,0.7770748
4290,50197630,25000000,31298500.0,22,8,24,2.0,0.3125,14,0.26273328
4291,96731400,14448000,5337600.0,22,0,21,1.761904761904762,0.2702702702702703,16,0.08459258
4292,37000000,22000000,0.0,8,8,1,2.0,0.0,0,0.8720659
4293,3750000,3600000,0.0,22,8,1,2.0,0.0,0,0.20099291
4294,1880331840,286000000,871514400.0,9,8,132,3.772727272727273,0.2389558232931727,2,0.06759712
4295,112849790,35790000,11488000.0,5,9,25,3.52,0.2840909090909091,12,0.26851276
4296,4752000,4554000,0.0,14,15,1,2.0,1.0,0,0.5248298
4297,32307000,10500000,0.0,20,2,16,2.0,0.25,19,0.47973052
4298,33734650,7475000,2200000.0,9,11,93,3.0215053763440864,0.2669039145907473,3,0.08535714
4299,1625000,1225000,0.0,27,8,2,2.0,0.25,15,0.59251
4300,402734300,262725000,177810200.0,11,17,50,2.36,0.2627118644067797,7,0.10108479
4301,106765800,25207000,2829000.0,0,8,48,6.3125,0.4125412541254125,7,0.43616492
4302,455636190,54000000,4950000.0,11,19,43,2.069767441860465,0.25842696629213485,7,0.03322707
4303,387483310,169584000,23299400.0,13,9,74,1.8243243243243243,0.3925925925925926,4,0.074334346
4304,32178950,23595000,0.0,33,8,4,3.75,0.0,76,0.18800408
4305,426400,169670,0.0,9,19,1,9.0,1.0,0,0.3384813
4306,11216730,2774060,0.0,27,8,2,6.5,0.0,51,0.25772092
4307,184053000,129600000,97662000.0,13,19,37,1.648648648648649,0.08196721311475409,9,0.44511476
4308,86035160,12000000,0.0,5,11,24,8.25,0.4747474747474748,13,0.3719514
4309,177514900,50400000,4243000.0,5,2,49,3.8163265306122454,0.29411764705882354,7,0.07966109
4310,182722510,30038000,0.0,0,11,36,2.6111111111111107,0.2872340425531915,9,0.3084566
4311,26504400,25176000,0.0,0,8,2,5.5,0.8181818181818182,2,0.740073
4312,62521740,35558000,0.0,5,19,10,2.5,0.04,35,0.48377734
4313,4084650,515000,0.0,0,11,6,9.0,0.14814814814814814,43,0.32940033
4314,82874990,13500000,6750000.0,5,9,50,2.76,0.43478260869565216,6,0.5190397
4315,1890000,1890000,0.0,22,9,1,1.0,0.0,0,0.32127047
4316,16790760,10875000,0.0,5,15,3,2.6666666666666665,0.625,29,0.48658824
4317,9561020,2220000,0.0,36,11,4,2.25,0.4444444444444444,66,0.86856467
4318,522287110,58650000,523600.0,0,11,61,2.180327868852459,0.44360902255639095,5,0.3992355
4319,5074000,2768000,0.0,0,18,1,6.0,0.0,0,0.56280917
4320,43353000,12425000,0.0,11,18,5,1.6,0.0,30,0.126751
4321,119358850,18650000,0.0,28,2,26,1.7307692307692308,0.5333333333333333,13,0.8410481
4322,82294100,10950000,0.0,41,9,19,2.1052631578947367,0.425,16,0.39101768
4323,91167150,34190000,0.0,5,2,37,3.189189189189189,0.23728813559322035,9,0.5909998
4324,26506500,11904000,0.0,36,10,3,4.0,0.8333333333333334,18,0.5877643
4325,30110170,18720000,0.0,5,19,9,2.0,0.3333333333333333,38,0.5589559
4326,30769540,23760000,0.0,0,8,5,4.8,0.08333333333333333,54,0.6503175
4327,1451500,857500,0.0,36,19,3,1.3333333333333333,0.25,2,0.44237414
4328,54145900,13200000,2828000.0,22,2,23,1.7391304347826086,0.175,14,0.37709183
4329,85805600,32942000,0.0,11,11,3,3.6666666666666665,0.0,38,0.2763519
4330,88936200,41668000,0.0,9,7,13,2.3846153846153846,0.5806451612903226,22,0.6309183
4331,12070000,10620000,0.0,11,11,1,3.0,0.0,0,0.32918248
4332,260000,250000,0.0,17,11,1,2.0,0.0,0,0.59278715
4333,3352480,816000,45000.0,36,8,10,2.3,0.08695652173913042,33,0.3320193
4334,277774490,46970000,0.0,0,7,33,3.1515151515151514,0.3461538461538461,10,0.19442108
4335,101287480,101890000,120589000.0,11,9,11,2.1818181818181817,0.0,17,0.2810512
4336,1704000,1704000,0.0,2,19,1,1.0,0.0,0,0.570746
4337,49828000,11800000,0.0,0,8,4,4.25,0.35294117647058826,66,0.5781321
4338,2067000,2067000,0.0,22,8,1,1.0,1.0,0,0.5444935
4339,200813800,29344000,0.0,11,8,25,2.64,0.0,13,0.45193803
4340,362770680,44250000,0.0,33,19,84,4.714285714285714,0.2828282828282828,4,0.62290406
4341,1030200,1030200,0.0,21,19,1,1.0,0.0,0,0.35840315
4342,6450000,4650000,0.0,24,8,1,3.0,1.0,0,0.63252455
4343,481547350,59088000,27870000.0,41,2,55,2.527272727272728,0.23741007194244604,6,0.023501938
4344,55665000,8008000,0.0,0,19,11,2.090909090909091,0.6086956521739131,28,0.13822238
4345,181056940,15666000,18284100.0,5,11,46,2.3043478260869565,0.22641509433962265,7,0.27741235
4346,206051970,22250000,78486880.0,22,8,57,1.9649122807017545,0.2767857142857143,6,0.010468469
4347,51592800,7810000,0.0,17,9,8,4.375,0.2571428571428571,44,0.191955
4348,53475010,14909000,3978000.0,5,9,9,2.7777777777777777,0.76,29,0.60440165
4349,40400,30300,0.0,0,19,1,3.0,0.0,0,0.7962825
4350,695068100,40020000,0.0,36,19,73,2.3150684931506853,0.17159763313609466,4,0.080182895
4351,199752930,62160000,42689900.0,0,8,51,2.9411764705882355,0.2933333333333333,6,0.08464135
4352,213760,483000,506000.0,9,11,2,5.0,0.0,0,0.15721837
4353,11988900,5980000,0.0,33,8,5,2.0,0.0,34,0.39228615
4354,37566900,6125000,0.0,0,8,64,2.8125,0.12222222222222222,5,0.40784547
4355,119500000,17175000,0.0,41,8,11,1.6363636363636365,0.0,29,0.07568839
4356,701200,540000,0.0,34,8,2,2.0,0.0,88,0.22267285
4357,18924000,2640000,0.0,17,2,5,3.2,0.0,46,0.19828567
4358,3980000,3500000,0.0,27,19,1,2.0,0.0,0,0.18572299
4359,1187010,630000,0.0,5,19,2,3.0,0.0,128,0.6557534
4360,419740,72000,0.0,0,9,2,6.5,0.8461538461538461,75,0.9708928
4361,1231300,654610,0.0,34,11,2,4.0,1.0,3,0.8817281
4362,65185180,20250000,0.0,0,18,20,4.8,0.0,16,0.21589124
4363,99308210,16250000,0.0,5,8,10,3.1,0.1935483870967742,25,0.7325045
4364,89281130,29304000,15302000.0,12,19,19,1.631578947368421,0.3225806451612903,17,0.5971835
4365,29026750,3550000,0.0,0,19,48,2.3541666666666665,0.34513274336283184,7,0.20161992
4366,82907740,15180000,5874000.0,9,11,32,4.3125,0.2028985507246377,10,0.14357339
4367,197881900,30250000,0.0,5,19,10,3.4,0.14705882352941174,32,0.69665444
4368,382750300,25270000,40447200.0,11,8,35,2.5142857142857142,0.10227272727272728,10,0.11631363
4369,17208730,1470000,0.0,5,8,51,5.3921568627450975,0.3672727272727273,7,0.7728284
4370,212132630,11610000,0.0,5,19,70,4.9,0.5043731778425656,5,0.18091099
4371,23818500,15540000,0.0,5,2,5,1.6,0.25,52,0.24234922
4372,2701300,2340800,0.0,0,2,4,2.75,0.18181818181818185,79,0.9089117
4373,542200,168000,0.0,34,8,1,9.0,0.0,0,0.258825
4374,2291640,416000,0.0,9,0,3,8.666666666666666,0.0,27,0.07593016
4375,3704000,2136000,0.0,12,19,3,1.3333333333333333,0.25,20,0.43113902
4376,131958400,46460000,0.0,9,22,9,1.8888888888888888,0.6470588235294118,31,0.13667311
4377,28323890,4980000,1896000.0,20,11,22,2.4545454545454546,0.2037037037037037,15,0.2648953
4378,88969470,16280000,0.0,5,11,23,4.304347826086956,0.31313131313131315,14,0.46496487
4379,12185170,7623000,0.0,41,8,2,2.5,0.6,19,0.28743434
4380,57543100,18513000,0.0,3,8,7,2.142857142857143,0.0,35,0.20784023
4381,333341040,53820000,392000.0,32,8,50,2.18,0.26605504587155965,7,0.09786864
4382,278066700,184848000,0.0,3,8,17,1.3529411764705883,0.3478260869565217,20,0.72354734
4383,1250000,1250000,0.0,18,11,1,1.0,0.0,0,0.5844625
4384,22075030,15620000,0.0,0,10,11,4.818181818181818,0.7924528301886793,21,0.40047038
4385,12363910,2714000,0.0,5,19,16,3.25,0.15384615384615385,20,0.17142446
4386,83062250,8588800,0.0,22,15,45,2.2888888888888888,0.36893203883495146,7,0.20857364
4387,593600,505600,0.0,31,6,2,1.0,0.0,71,0.5054648
4388,185000,92500,0.0,34,22,2,1.0,0.0,4,0.11939223
4389,378000,245100,0.0,4,17,1,4.0,0.0,0,0.5581027
4390,415609500,50600000,21375000.0,3,23,34,2.764705882352941,0.5531914893617021,9,0.58395976
4391,95815460,17394000,0.0,41,6,11,1.5454545454545454,0.5882352941176471,32,0.27291524
4392,4795890,1738000,0.0,5,19,6,4.166666666666667,0.36,35,0.30259252
4393,266449600,97608000,0.0,11,8,16,1.625,0.038461538461538464,21,0.13097773
4394,62582350,57840000,2736000.0,0,0,13,2.769230769230769,0.05555555555555555,25,0.08957354
4395,55267100,17250000,0.0,36,9,5,3.4,0.17647058823529413,49,0.32608914
4396,79929250,72634000,0.0,27,22,5,1.2,0.3333333333333333,47,0.51553386
4397,32989210,5250000,6240000.0,5,0,28,2.6785714285714284,0.44,12,0.088490255
4398,260000,250000,0.0,17,14,1,2.0,0.0,0,0.5973123
4399,97556000,16590000,26591000.0,11,19,21,1.5714285714285714,0.18181818181818185,15,0.34352332
4400,85842410,19052000,0.0,0,11,20,6.7,0.26865671641791045,16,0.10546184
4401,21632000,13294000,0.0,11,19,1,2.0,0.0,0,0.22658646
4402,10750000,10750000,0.0,41,8,1,1.0,0.0,0,0.40784436
4403,86298670,12747000,33373000.0,0,8,35,6.514285714285713,0.6271929824561403,9,0.13036856
4404,66685000,59688000,3197000.0,17,8,4,3.25,0.0,40,0.2924729
4405,3152000,1472000,0.0,0,3,2,8.5,0.0,47,0.50693876
4406,10503990,2464000,0.0,0,19,29,3.9655172413793114,0.39130434782608703,11,0.028455155
4407,109933850,15594000,148000.0,3,19,14,3.0,0.8809523809523809,21,0.8300585
4408,89310700,57600000,0.0,5,7,9,2.0,0.2777777777777778,30,0.6182622
4409,94935950,23375000,0.0,33,18,20,2.55,0.7254901960784313,15,0.1873304
4410,116500,79200,0.0,33,8,1,4.0,0.0,0,0.7999144
4411,97460000,97460000,0.0,14,19,1,1.0,0.0,0,0.23757915
4412,156861960,18600000,44110000.0,22,8,34,1.9705882352941175,0.11940298507462685,10,0.01721009
4413,99869500,112800000,214968000.0,5,3,13,2.3076923076923075,0.13333333333333333,22,0.0131661
4414,2560680,2254000,0.0,9,11,2,5.5,0.0,13,0.1794252
4415,134230600,44720000,360000.0,0,19,30,2.3666666666666667,0.4507042253521127,11,0.31782082
4416,7394000,3842000,0.0,36,9,1,5.0,0.0,0,0.7254867
4417,60281580,11088000,673400.0,5,11,12,2.75,0.21212121212121213,21,0.48220396
4418,384617550,162000000,0.0,5,8,25,4.56,0.3947368421052632,14,0.07582277
4419,17107420,11250000,21856000.0,0,7,17,2.117647058823529,0.2777777777777778,7,0.42302096
4420,117326820,52080000,41722000.0,33,8,16,3.8125,0.049180327868852465,19,0.09587261
4421,368759420,106927000,0.0,10,19,20,1.95,0.35897435897435903,16,0.23628555
4422,244290,141000,0.0,33,8,1,6.0,0.0,0,0.6587091
4423,1920000,1920000,0.0,11,8,1,1.0,0.0,0,0.15739939
4424,152000,152000,0.0,3,11,1,1.0,1.0,0,0.4235851
4425,44959600,7350000,1980000.0,5,8,21,1.8571428571428568,0.2564102564102564,16,0.38784164
4426,134130680,37143000,0.0,0,8,84,3.0476190476190474,0.49609375,4,0.7385309
4427,78071400,21250000,0.0,9,19,15,2.7333333333333334,0.0975609756097561,18,0.20873581
4428,5713250,5220000,0.0,33,8,3,2.6666666666666665,0.0,13,0.6479052
4429,3427000,3427000,0.0,22,8,1,1.0,1.0,0,0.35221705
4430,1749510,129800,0.0,9,0,7,5.7142857142857135,0.525,33,0.12196888
4431,11725200,8395200,0.0,17,8,3,3.0,0.7777777777777778,41,0.46897843
4432,1350000,1350000,0.0,41,8,1,1.0,0.0,0,0.55821764
4433,71549500,38250000,4303000.0,0,8,30,2.833333333333333,0.10588235294117647,10,0.09859086
4434,15164170,3225000,2801400.0,28,11,25,2.84,0.29577464788732394,12,0.019372609
4435,10451900,3427000,0.0,14,22,4,3.25,1.0,52,0.85494757
4436,418917830,142800000,117688000.0,5,15,53,2.9245283018867925,0.3032258064516129,6,0.06572152
4437,112977730,28224000,0.0,29,0,29,2.034482758620689,0.5254237288135594,12,0.6266485
4438,23951960,6504000,0.0,5,11,25,7.48,0.2620320855614973,13,0.10676133
4439,818180,270200,0.0,0,11,5,3.0,0.13333333333333333,65,0.22301279
4440,429722710,51975000,0.0,5,8,45,2.7333333333333334,0.15447154471544716,8,0.12454312
4441,316405650,121325000,71070000.0,11,0,33,2.4545454545454546,0.5432098765432098,10,0.025839236
4442,96115690,22890000,0.0,41,11,11,2.8181818181818183,0.5483870967741935,31,0.19627142
4443,188898720,19114000,19237500.0,13,8,36,2.805555555555556,0.1485148514851485,9,0.27057302
4444,2779200,2279200,0.0,18,2,2,1.0,0.0,45,0.13790235
4445,464220,170000,0.0,27,15,3,2.0,0.0,72,0.5183934
4446,56203100,18766000,0.0,41,8,9,1.2222222222222223,0.4545454545454545,32,0.27900696
4447,5512500,2856000,0.0,5,11,5,2.8,0.0,31,0.52169096
4448,1958000,1958000,1500000.0,22,0,3,1.6666666666666667,0.8,17,0.024981236
4449,164057160,19500000,250000.0,41,15,23,1.826086956521739,0.21428571428571427,15,0.040180627
